path,contrast_0,dissimilarity_0,homogeneity_0,energy_0,correlation_0,entropy_0,asm_0,contrast_45,dissimilarity_45,homogeneity_45,energy_45,correlation_45,entropy_45,asm_45,contrast_90,dissimilarity_90,homogeneity_90,energy_90,correlation_90,entropy_95,asm_90,contrast_135,dissimilarity_135,homogeneity_135,energy_135,correlation_135,entropy_135,asm_135,labels
jenis_tanah/kurang subur\pasir-011.jpg,373.0180147058828,14.245772058823151,0.16636049159997088,0.0004011597242872333,0.7917803672685273,-57714783.89232614,6.1212116132695515e-09,539.1817916186073,17.163644752018513,0.1411363454456462,0.00034129197343877877,0.6987165098683547,-57714783.89232614,5.207702231426678e-09,366.63589154411625,13.929610906862345,0.17051555472189747,0.00041601161230806665,0.795377192579701,-57714783.89232614,6.347833439759318e-09,697.9051595540162,19.802921953094945,0.12552445834994494,0.0003019849373285435,0.6100316941211346,-57714783.89232614,4.607924458748527e-09,kurang subur
jenis_tanah/kurang subur\pasir-012.jpg,364.4276654411763,13.839552696078192,0.17251718723098192,0.0004791543704644848,0.7692887762403171,-59630951.8251015,7.311315467292554e-09,624.4591003460217,18.35064975009611,0.13757102734132898,0.0003749336642030296,0.6040715054419246,-59630951.8251015,5.7210336945042356e-09,316.4498008578453,12.706265318627166,0.18457656127676647,0.0005251711471774679,0.7994042411575525,-59630951.8251015,8.013475756492124e-09,485.29176470588413,16.00398308342941,0.15129983630827573,0.00042101572444041196,0.6923064438035462,-59630951.8251015,6.424190131231872e-09,kurang subur
jenis_tanah/kurang subur\pasir-013.jpg,364.40972732843335,13.83763786764675,0.17278212117077343,0.00047971556068429204,0.7692046607179932,-59633511.95199006,7.3198785504805304e-09,624.274894271435,18.351049596308997,0.13645916803393648,0.0003752463230582506,0.604023717095932,-59633511.95199006,5.725804490024576e-09,316.2686580882368,12.703553921568371,0.184496321948306,0.0005244195300860847,0.799439111890718,-59633511.95199006,8.002006989838938e-09,485.26128412149274,15.99949250288348,0.15161500529607147,0.0004215044608430703,0.6921980700959341,-59633511.95199006,6.431647656907201e-09,kurang subur
jenis_tanah/kurang subur\pasir-014.jpg,369.7639552696099,13.94836090686246,0.1708278094505666,0.00047925550907403406,0.7692984219003215,-59461475.619387336,7.31285872000174e-09,492.4533487120353,16.123044982698946,0.15038038017760252,0.0004207112249879938,0.6922834669330297,-59461475.619387336,6.419543838317776e-09,321.12624080882347,12.8046415441173,0.18277272423772473,0.000524208101113454,0.7993854784179952,-59461475.619387336,7.998780839743865e-09,633.8495347943095,18.50193002691266,0.13563880083137556,0.00037523485259344106,0.6039328488404923,-59461475.619387336,5.725629464621598e-09,kurang subur
jenis_tanah/kurang subur\pasir-015.jpg,518.3331801470603,16.966819852941196,0.14530061159802188,0.0003678843004343281,0.7230849644639686,-56772180.27987133,5.6134689397327895e-09,898.3389926951188,22.739730872741344,0.11185924149501829,0.0002897377919739561,0.5196217536698376,-56772180.27987133,4.421047851165102e-09,502.46139705882575,16.573161764705763,0.14916523503701332,0.00037874402930213145,0.7317529749950624,-56772180.27987133,5.779175251802543e-09,735.596047673969,20.373994617454887,0.12227101351378625,0.0003157097623559152,0.6066415998252156,-56772180.27987133,4.817348668760913e-09,kurang subur
jenis_tanah/kurang subur\pasir-016.jpg,518.1091452205897,16.961780024509736,0.14495142998209026,0.00036787667397305125,0.7231527352955327,-56768680.60277515,5.613352569168873e-09,735.5470357554736,20.370872741253454,0.12233123808110796,0.00031537037850021005,0.606598106095755,-56768680.60277515,4.81217008209549e-09,502.35781250000343,16.574662990196,0.1492526100317587,0.0003790185819081002,0.7317648573184246,-56768680.60277515,5.78336459210358e-09,897.809765474812,22.73627066512882,0.11157658226627833,0.00029008427096253314,0.5198184727879465,-56768680.60277515,4.426334700966387e-09,kurang subur
jenis_tanah/kurang subur\pasir-017.jpg,517.9921109068657,16.961534926470588,0.14512323599195998,0.0003678865297076245,0.7232420416233818,-56772114.27794031,5.613502955743782e-09,897.6616070742059,22.73254901960781,0.11175718340876897,0.00028973400790309115,0.5199289208133794,-56772114.27794031,4.420990110825976e-09,502.11623774510286,16.570496323529316,0.1487555368360012,0.0003787508344521939,0.7319110520526805,-56772114.27794031,5.779279090151884e-09,735.2759092656679,20.370688196847343,0.12262335741561199,0.00031498144696661637,0.6067676935147042,-56772114.27794031,4.80623545786463e-09,kurang subur
jenis_tanah/kurang subur\pasir-018.jpg,288.310983455882,12.424525122548383,0.17829211202576772,0.0003072423175956964,0.8155014115696985,-39133668.42405096,4.688145715266363e-09,415.2937639369498,15.081014994232866,0.15198093130166607,0.0002570200057618392,0.732986075229025,-39133668.42405096,3.921814052762439e-09,233.45585171568587,11.231066176470007,0.18812517153833874,0.00033335449969663114,0.8502200795135116,-39133668.42405096,5.086585993906115e-09,469.69577854671354,16.070034602076166,0.14455265556840874,0.0002439778507689572,0.6979577838497125,-39133668.42405096,3.7228065608056213e-09,kurang subur
jenis_tanah/kurang subur\pasir-019.jpg,296.39856004902236,11.426194852940355,0.20560748938383486,0.0003478820871179354,0.872369427657377,-48747032.55517432,5.308259385954825e-09,495.0225759323406,14.980592079969115,0.1672773336413567,0.00026696537176057293,0.7868897562310562,-48747032.55517432,4.073568294686477e-09,242.32789522058633,10.510615808822918,0.21182282106235895,0.00036099103541156047,0.8957264640995699,-48747032.55517432,5.508286062798469e-09,401.72066128412257,13.640415224913356,0.17603498891313166,0.00028472212429460705,0.8270568123424041,-48747032.55517432,4.344514836038316e-09,kurang subur
jenis_tanah/kurang subur\pasir-020.jpg,280.82925857843384,11.119914215685553,0.20773712819181123,0.00036389519186580887,0.8886950388334098,-48941122.343832806,5.552599973538343e-09,485.0600384467574,14.813271818531238,0.16917330444630593,0.0002779669665395012,0.8077500611693774,-48941122.343832806,4.241439308769244e-09,245.1380514705871,10.52653186274452,0.2123004862848525,0.0003747237109074635,0.9033069654046106,-48941122.343832806,5.717830061454216e-09,394.69428681276753,13.471803152633434,0.17831444216647516,0.0002978280172311214,0.8435622558372475,-48941122.343832806,4.544494891832297e-09,kurang subur
jenis_tanah/kurang subur\pasir-021.jpg,878.4831035539156,20.141375612744625,0.14027088320150488,0.00017960304574112117,0.7998385371091695,-55963157.559324294,2.740524989946307e-09,1301.8121184159925,24.937839292579937,0.12187323434262122,0.00015013194729912683,0.7037378377547078,-55963157.559324294,2.290831715379743e-09,1289.9577359068612,24.523177083332588,0.12562602964874187,0.00015393906490292195,0.7064919096200837,-55963157.559324294,2.348923719832183e-09,1340.2077662437491,25.210303729334974,0.1219989536857547,0.0001491623973921839,0.6949982782888758,-55963157.559324294,2.2760375578641343e-09,kurang subur
jenis_tanah/kurang subur\pasir-022.jpg,660.3330575980348,17.504381127450678,0.1502198009742692,0.00012067783800100924,0.8489714562487376,-44429754.59537102,1.8413976745759466e-09,1034.7926182237632,22.218039215686684,0.12828977504887815,9.811906549413685e-05,0.763317118191264,-44429754.59537102,1.4971781233846565e-09,992.4383425244998,21.55445772058709,0.1323482171903871,0.00010145223310295319,0.772708935572616,-44429754.59537102,1.5480382248375426e-09,1026.0600845828549,22.085520953479577,0.12993594048398474,9.963695091986182e-05,0.7653097839237973,-44429754.59537102,1.5203392169168369e-09,kurang subur
jenis_tanah/kurang subur\pasir-023.jpg,168.41138174019338,9.397778799019214,0.22518102236912144,0.0003193624071871396,0.9482948897561999,-41075206.43973001,4.873083605760797e-09,299.9018531334106,12.785913110342074,0.17664613480098035,0.00023489868224166584,0.9078022564607358,-41075206.43973001,3.5842694433847938e-09,141.92101715686175,8.59445465686233,0.24016022518963792,0.0003508707212970972,0.9566067427614132,-41075206.43973001,5.353862324479633e-09,253.93634755863442,11.697700884275251,0.18712458511689875,0.00025536494776725774,0.9219294396654425,-41075206.43973001,3.896559871936916e-09,kurang subur
jenis_tanah/kurang subur\pasir-024.jpg,989.6728094362682,23.883226102941087,0.10376103934528981,0.00012075269465169645,0.5863391318001611,-48798419.67974636,1.842539896418708e-09,1365.196247597084,28.48212226066908,0.08896236735048911,0.00010703031587679363,0.4288433749270478,-48798419.67974636,1.6331530132567388e-09,1103.5881587009724,25.487239583333096,0.09744968813819926,0.00011492490493440023,0.5384281452302381,-48798419.67974636,1.7536148824218785e-09,1229.60855055748,26.79953863898517,0.09432374434066702,0.00011206171110067538,0.4855410656489097,-48798419.67974636,1.7099260116680204e-09,kurang subur
jenis_tanah/kurang subur\pasir-025.jpg,1014.5615962009811,24.206295955882286,0.1018168215560389,0.00011150402639609765,0.6045827243416443,-47921643.431752264,1.7014164183974861e-09,1352.678200692055,28.32981161091904,0.08979601776970457,9.954696098460343e-05,0.4732210515183359,-47921643.431752264,1.518966079476981e-09,1082.9554534313665,25.130545343137246,0.09905545407319347,0.0001079050406544358,0.5783096522805595,-47921643.431752264,1.6465002541265228e-09,1266.5831141868632,27.15264898116139,0.09431512082140145,0.0001032092320686407,0.5067459480836916,-47921643.431752264,1.574847901437999e-09,kurang subur
jenis_tanah/kurang subur\pasir-026.jpg,892.2119332107835,22.994837622549024,0.10422303409828179,0.00022730808632046568,0.4065641176621835,-52466570.5608801,3.4684461413645276e-09,1007.2756170703582,24.43729334871231,0.09983491969694909,0.00021994285166102235,0.32988875193622813,-52466570.5608801,3.3560615793002678e-09,897.1712162990196,23.064169730392162,0.104435751957313,0.0002267924202079729,0.4031257162745546,-52466570.5608801,3.460577700927321e-09,963.4394002306814,23.972918108419872,0.1010500166268527,0.00022168198698013553,0.35905377365212393,-52466570.5608801,3.3825986782857594e-09,kurang subur
jenis_tanah/kurang subur\pasir-027.jpg,819.6575214460764,22.143275122548967,0.10589745849470307,0.0001949251930973063,0.3868470117835512,-52713553.71353054,2.974322404438878e-09,907.1262745098043,23.333394848135438,0.10190853996245378,0.00018978900996437505,0.32075387509644965,-52713553.71353054,2.8959504694271095e-09,775.9065104166629,21.55886948529404,0.10734728931897733,0.000197753671589653,0.4188658131107459,-52713553.71353054,3.0174815611214143e-09,855.6436601307205,22.728781237985626,0.10377015687335815,0.0001918735600021345,0.35927827600233675,-52713553.71353054,2.9277581787435073e-09,kurang subur
jenis_tanah/kurang subur\pasir-028.jpg,869.2965533088196,21.516344975490107,0.1205122511456481,0.0002287947769487697,0.7147337152597624,-55077254.52789841,3.491131240063014e-09,1341.6014148404518,26.846320645905415,0.10345506630647307,0.0001979810503782519,0.5592049913020375,-55077254.52789841,3.0209510860939316e-09,1367.2127144608,27.41185661764672,0.09991713872651108,0.00019311302856773836,0.5511144030993391,-55077254.52789841,2.946670968135656e-09,1610.1805305651692,29.594386774317623,0.0955163901673179,0.00018669056543922345,0.4709765917332586,-55077254.52789841,2.8486719579959634e-09,kurang subur
jenis_tanah/kurang subur\pasir-029.jpg,1000.6380974264644,23.255193014705778,0.11383362284227913,0.00020397932792525706,0.6926193608792761,-51562730.89716901,3.1124775379220133e-09,1490.303144944263,28.593494809688732,0.09834738552666265,0.00017735609038075883,0.5413520338198289,-51562730.89716901,2.7062391720696842e-09,1505.2931372549097,29.009987745097597,0.09644286231860823,0.0001748695945519752,0.5369562648310602,-51562730.89716901,2.6682982567134887e-09,1781.156078431382,31.366920415224847,0.09256661115864406,0.000168453945418621,0.4518330773796789,-51562730.89716901,2.570403219888626e-09,kurang subur
jenis_tanah/kurang subur\pasir-030.jpg,582.1478553921597,17.61813725490284,0.14153573354227433,0.0001384160482897203,0.8164109571846128,-20808987.28459294,2.112061283717656e-09,1135.4447520184658,25.051580161476544,0.10643167780172408,0.00010106898523783701,0.6421337441565489,-20808987.28459294,1.5421903265050813e-09,829.4936121323561,21.09771752451099,0.12309257538177698,0.00011663792546736832,0.7383253599530819,-20808987.28459294,1.77975350139417e-09,1003.2370934255889,23.43670895809332,0.1100220119004381,0.00010655222217344322,0.6837974584122531,-20808987.28459294,1.6258578822852054e-09,kurang subur
jenis_tanah/kurang subur\pasir-031.jpg,600.8964613970621,18.068612132353714,0.1381142072975352,0.00013208643742040318,0.7980525616183971,-21759267.050701614,2.015479086615039e-09,1189.0542099192724,25.857623990772932,0.10117300244648555,9.710812731210796e-05,0.60049297273865,-21759267.050701614,1.4817524309098505e-09,862.827175245097,21.627879901961357,0.1203812039413309,0.00011295176340680265,0.7101652938701258,-21759267.050701614,1.723507132061808e-09,1011.4095194156018,23.744590542099413,0.10772769459881805,0.00010374479634825339,0.6601807303705142,-21759267.050701614,1.5830199638100187e-09,kurang subur
jenis_tanah/kurang subur\pasir-032.jpg,380.3424632352944,14.620404411764351,0.14963846262975708,0.000255289220754938,0.7698823310399537,-65809003.26618557,3.895404369429596e-09,511.192433679356,17.19021914648213,0.1298702793815909,0.00022272083268479385,0.6905584107465009,-65809003.26618557,3.398450205761625e-09,367.2998774509832,14.368841911764374,0.15097455305831955,0.00025911148581675317,0.7780146736023467,-65809003.26618557,3.953727505748797e-09,508.3937408688976,17.113740868896674,0.13099818632158902,0.00022345387816267396,0.692246202305567,-65809003.26618557,3.409635592081817e-09,kurang subur
jenis_tanah/kurang subur\pasir-033.jpg,202.36378676470565,10.207444852940963,0.20617206681606232,0.00029500431117989476,0.9116028400673629,-65010980.70648999,4.5014085568221246e-09,322.1426989619412,13.162276047674025,0.1671774213402727,0.00022764083432258705,0.859136459255742,-65010980.70648999,3.473523472939866e-09,188.84808517156804,9.89581801470568,0.20757985274372429,0.0003007411700127355,0.9176999207944401,-65010980.70648999,4.588946075633781e-09,321.2988389081189,13.114940407535439,0.16754359571438146,0.00022949372827207944,0.8595063762147485,-65010980.70648999,3.5017963908703527e-09,kurang subur
jenis_tanah/kurang subur\pasir-034.jpg,614.4815257352931,18.156280637254806,0.13640544386659464,0.0001599081201491013,0.8097040772328332,-50126616.41252601,2.440004274736043e-09,1065.6250826605271,24.33216455209545,0.1073400766517986,0.00012553418590223705,0.6704279036011846,-50126616.41252601,1.9154996628148964e-09,480.7715992647082,16.148223039215445,0.14535653651525435,0.00017607457543372744,0.8514318384159968,-50126616.41252601,2.6866848058124914e-09,731.3965090349844,19.889150326797473,0.12481275740979517,0.00014852253465935455,0.7737960648786575,-50126616.41252601,2.2662740273949364e-09,kurang subur
jenis_tanah/kurang subur\pasir-035.jpg,486.55390625000325,16.19689031862705,0.1519676313228127,0.0005723774171893022,0.6535690802143747,-11853343.85414401,8.733786273030124e-09,796.5663360246037,21.04470588235297,0.12273009459198879,0.0004548324284821693,0.43245682984024914,-11853343.85414401,6.940192084994038e-09,561.7684742647051,17.476225490196118,0.1439015756881997,0.0005327013977121181,0.5995113205876954,-11853343.85414401,8.12837826098813e-09,771.4985928489062,20.650611303344846,0.1247698931676993,0.0004629332964386424,0.4503111973247282,-11853343.85414401,7.063801520365027e-09,kurang subur
jenis_tanah/kurang subur\pasir-036.jpg,314.51761642156805,12.753124999999288,0.1798312917492191,0.0005369976766748366,0.8212789543877425,-15812004.239172623,8.193934275433908e-09,559.4728335255643,17.206474432910575,0.14260752010224234,0.0004070169090319711,0.6822940302238372,-15812004.239172623,6.2105851597895984e-09,364.1884650735321,13.691283700979671,0.16966383793302767,0.0005024312689230104,0.7932619341289753,-15812004.239172623,7.666492750900427e-09,554.1198000768939,17.07832372164562,0.14455320719434772,0.00041117016331074273,0.6853357492333787,-15812004.239172623,6.2739587907523e-09,kurang subur
jenis_tanah/kurang subur\pasir-037.jpg,523.6772058823553,16.58973651960783,0.13967306218553574,0.0002736787308366974,0.5707467386353412,-50183718.80208005,4.1760060247298795e-09,612.8321107266434,18.2101653210305,0.12793408067997708,0.0002520150990340124,0.4974570895475935,-50183718.80208005,3.845445236725043e-09,483.43893995098153,16.10533088235233,0.14083500467197946,0.0002757462058237817,0.6036865508340324,-50183718.80208005,4.207553189449794e-09,693.6783698577411,19.278954248365984,0.12420167181491595,0.00024368943361771514,0.4311548233518982,-50183718.80208005,3.7184056643328116e-09,kurang subur
jenis_tanah/kurang subur\pasir-038.jpg,535.7384650735293,16.878814338235234,0.13738494828687556,0.0002612115785920679,0.6035107994838502,-50251725.11693117,3.9857723784190046e-09,658.3775778546702,18.96206074586708,0.12500162353148414,0.0002382633125017276,0.5125926322657011,-50251725.11693117,3.6356096267963806e-09,511.9552849264755,16.622472426470477,0.13771155533620516,0.00026274250269577807,0.6209402459209544,-50251725.11693117,4.009132426388215e-09,706.6500730488226,19.57310265282577,0.12217310642369097,0.00023393871076410002,0.47683838209581136,-50251725.11693117,3.5696214411026005e-09,kurang subur
jenis_tanah/kurang subur\pasir-039.jpg,171.47477022058754,8.849310661764449,0.2621343086863534,0.0006285994550623558,0.961957291980168,-55222105.29352792,9.591666489598935e-09,340.9186005382588,12.647781622452845,0.21119865953478315,0.00046621846121053907,0.9242125288162556,-55222105.29352792,7.113929156654954e-09,274.7757046568617,11.556525735293619,0.2213467121842039,0.000510028280326377,0.9389241735277747,-55222105.29352792,7.782413945409805e-09,458.2492579777058,14.905559400230548,0.19181937860975273,0.00043168302020886006,0.8981354900026607,-55222105.29352792,6.5869601472299204e-09,kurang subur
jenis_tanah/kurang subur\pasir-040.jpg,159.18596813725443,8.753523284313538,0.24667953594940814,0.0005101291842755792,0.9552626891705995,-53335759.073838614,7.783953617486255e-09,452.41617839292843,14.866589773164081,0.1761149291117837,0.00031658340971687317,0.8726668124305667,-53335759.073838614,4.8306794695567805e-09,287.632107843139,11.923161764705466,0.20179184152102192,0.00038277995260987366,0.9190528164429138,-53335759.073838614,5.8407585542278086e-09,356.46182237601016,13.344775086505114,0.18492735511268185,0.00033699740776364225,0.8996682553531226,-53335759.073838614,5.142172359674717e-09,kurang subur
jenis_tanah/kurang subur\pasir-041.jpg,202.08645833333267,9.536948529411498,0.23636558034726537,0.0006127720839791186,0.9370906261559068,-56908516.08452611,9.350159972825907e-09,427.8640061514845,14.115078815840063,0.18331615876341684,0.0004313314563750582,0.8667794062712676,-56908516.08452611,6.581595708847934e-09,304.53094362745077,12.076470588234837,0.20083074501256676,0.00048332311152861877,0.9053503763883094,-56908516.08452611,7.374925407846356e-09,460.17362552864716,14.760322952710547,0.17520887512228459,0.00040375220189318837,0.8567247403144265,-56908516.08452611,6.1607696822080745e-09,kurang subur
jenis_tanah/kurang subur\pasir-042.jpg,171.10085784313762,7.744730392156862,0.37189344695750054,0.0018231622387197832,0.9315039511235597,-63708483.598005526,2.7819248027340442e-08,341.43132641291896,11.409826989619347,0.2653989825934991,0.0010182248834883104,0.8633095651643607,-63708483.598005526,1.5536878715336767e-08,171.27878370098014,7.580989583333359,0.3788265804232158,0.001888775970329921,0.9317230087283213,-63708483.598005526,2.8820434117583025e-08,204.5418223760098,8.96116878123798,0.3053242260415939,0.0012664617060158302,0.9181123833069507,-63708483.598005526,1.932467202782944e-08,kurang subur
jenis_tanah/kurang subur\pasir-043.jpg,93.31260723039242,6.059053308823517,0.32258239319389115,0.0010786731900365846,0.9773602506474673,-65227953.54105337,1.645924667414222e-08,224.97407151095885,9.499715494040743,0.24276456279654324,0.0006981400256991625,0.945369596372191,-65227953.54105337,1.065277138823185e-08,92.87357536764749,6.002496936274508,0.3269096768690226,0.0010772488017304041,0.9774443920601137,-65227953.54105337,1.643751223343512e-08,108.83040369088832,6.6984544405997735,0.29249683074551724,0.0009232280312144457,0.9735703519391938,-65227953.54105337,1.4087341784888393e-08,kurang subur
jenis_tanah/kurang subur\pasir-044.jpg,918.5984987745021,19.444975490195898,0.15747254987198553,0.00014525721871545797,0.6982567157829512,-30474542.830924083,2.2164492601846004e-09,1316.1458054594405,24.869373317954643,0.11930319474033538,0.0001065329470624746,0.5670711136601342,-30474542.830924083,1.625563767432779e-09,1171.9374693627324,22.70030637254854,0.13407289152871638,0.00012124477739931755,0.6145337164016579,-30474542.830924083,1.8500484832659538e-09,1329.2311264898196,24.989957708573684,0.11937713416756626,0.00010680788346126009,0.562760841404554,-30474542.830924083,1.6297589639474501e-09,kurang subur
jenis_tanah/kurang subur\pasir-045.jpg,895.8845435048917,19.45608149509807,0.1531150718098172,0.00013574338426776959,0.6945212404111581,-30488993.276067413,2.071279667171777e-09,1302.266989619376,24.9506651287967,0.11867888816861037,0.00010072546255462329,0.5556576159602372,-30488993.276067413,1.5369485863437391e-09,1123.470496323523,22.495312499999603,0.1330577089613912,0.00011483866725688438,0.6168468517434263,-30488993.276067413,1.7522989998914242e-09,1284.7920184544364,24.74551326412961,0.11822536873641167,0.00010157392219388605,0.5616205726164585,-30488993.276067413,1.5498950530072944e-09,kurang subur
jenis_tanah/kurang subur\pasir-046.jpg,557.2204963235306,18.195496323529422,0.12787056977601882,0.00032850418765468815,0.7267277621414847,-53232066.27694901,5.012576105570803e-09,993.3391464821254,24.589988465974685,0.10005439208737568,0.0002609620615854577,0.5130513631745461,-53232066.27694901,3.9819650510476335e-09,553.8249234068619,18.1907322303922,0.12815257443687744,0.00032759229754631634,0.7285605608941227,-53232066.27694901,4.998661766758977e-09,706.5220146097615,20.561230296039962,0.11634640382993315,0.0002979344442241997,0.653657743544969,-53232066.27694901,4.546118838870235e-09,kurang subur
jenis_tanah/kurang subur\pasir-047.jpg,513.2282169117658,17.426501225490163,0.1328975595471983,0.0003675182302930363,0.6917552887628484,-51494665.14737161,5.607883152664739e-09,934.4057054978838,23.779669357939316,0.10402018007491852,0.0002922617672409142,0.4382855998898708,-51494665.14737161,4.459560657362582e-09,517.6105392156871,17.515563725490168,0.13282965107013733,0.0003653902129364307,0.6890883469289001,-51494665.14737161,5.575412184698955e-09,657.1223375624768,19.80764321414847,0.11857384708447467,0.00033222995148259456,0.6049723641229762,-51494665.14737161,5.0694267499175195e-09,kurang subur
