path,energi0,homogenitas0,entropy0,contras0,dissimilarity0,ASM0,correlation0,energi45,homogenitas45,entropy45,contras45,dissimilarity45,ASM45,correlation45,energi90,homogenitas90,entropy90,contras90,dissimilarity90,ASM90,correlation90,energi135,homogenitas135,entropy135,contras135,dissimilarity135,ASM135,correlation135,labels
jenis_tanah/kurang subur\pasir-019.jpg,0.0002009818042556292,0.09296866658368422,13.064421954503082,272033400.99999976,2706800.9999998203,0.0002009818042556292,0.830781626948703,0.000164645850391647,0.07773209917717362,13.281560535616121,272033401.000045,2706800.9999999544,0.000164645850391647,0.7636104999393566,0.00021366273040917077,0.09757774673883914,12.966583442052904,272033400.99998313,2706801.000000039,0.00021366273040917077,0.855837489065526,0.00017585904392976274,0.08187594544612385,13.19085244448596,272033401.0000178,2706801.000000139,0.00017585904392976274,0.7977512691160541,kurang subur
jenis_tanah/kurang subur\pasir-020.jpg,0.0002245123968422445,0.09664513121819118,13.000526073121033,272033401.00001675,2706801.0000001783,0.0002245123968422445,0.8363860565468016,0.00017782920235188021,0.07904434045543955,13.231853845996282,272033401.00000244,2706800.999999843,0.00017782920235188021,0.7639211909811542,0.0002336742936323072,0.09916478528212644,12.928745745091739,272033400.9999993,2706801.0000001197,0.0002336742936323072,0.8523356391462471,0.0001914410571012607,0.08400936174480689,13.14168942997708,272033401.0000337,2706801.000000299,0.0001914410571012607,0.7972914335542395,kurang subur
jenis_tanah/kurang subur\pasir-021.jpg,0.00015276983976955205,0.09758918905899508,13.412043744091767,272033400.9999897,2706800.9999998817,0.00015276983976955205,0.9027584248210494,0.0001301633316249305,0.08225090099989799,13.629898009414267,272033400.99995375,2706801.0000001458,0.0001301633316249305,0.8669004984239247,0.0001333361692261595,0.08667551949099711,13.6136514873705,272033400.99999434,2706801.000000402,0.0001333361692261595,0.866798398559465,0.0001299087058048935,0.08378692029402017,13.64126474237179,272033400.9999535,2706801.0000001537,0.0001299087058048935,0.8638985162266807,kurang subur
jenis_tanah/kurang subur\pasir-022.jpg,0.00013079689786854747,0.09551269996259588,13.514506371403282,272033401.00000423,2706801.0000003385,0.00013079689786854747,0.907448615253247,0.00010888847627424097,0.079606938906276,13.756153168590872,272033400.99995524,2706800.999999784,0.00010888847627424097,0.8671111778403793,0.00011246514847891497,0.0831926681927507,13.726092090563276,272033400.99999213,2706801.0000002035,0.00011246514847891497,0.8715192839855969,0.00011025263293589732,0.08133023499559847,13.748256957658839,272033400.9999517,2706800.9999997523,0.00011025263293589732,0.8686870683837835,kurang subur
jenis_tanah/kurang subur\pasir-023.jpg,0.00025305878892252574,0.0862895698647089,12.9825081356346,272033400.99999297,2706801.000000018,0.00025305878892252574,0.8205414734562939,0.0001807362500899306,0.0670027963571019,13.252902674103476,272033400.99997294,2706800.999999466,0.0001807362500899306,0.7296553978796242,0.00026625360066008893,0.09373139635873008,12.886120548538434,272033400.9999944,2706800.999999535,0.00026625360066008893,0.8394752283384885,0.00019025028595991933,0.07264954131620206,13.18192577890294,272033400.99997526,2706800.9999999027,0.00019025028595991933,0.7569285235594835,kurang subur
jenis_tanah/kurang subur\pasir-024.jpg,9.777432067920655e-05,0.04824262623154667,13.842378578763064,272033400.9999985,2706800.9999999492,9.777432067920655e-05,0.7048405233731536,8.878643999201351e-05,0.04190385128939131,13.95496815616072,272033400.9999678,2706801.0000003777,8.878643999201351e-05,0.6420555753346413,9.36183998397901e-05,0.04496232073914042,13.890987449843259,272033400.99999386,2706801.0000000815,9.36183998397901e-05,0.6813922837581116,9.199319878314087e-05,0.043728200722974585,13.914625740772445,272033400.99996924,2706801.0000003157,9.199319878314087e-05,0.6650034965028548,kurang subur
jenis_tanah/kurang subur\pasir-025.jpg,9.693264168181585e-05,0.04668022769425067,13.863652903025757,272033400.9999915,2706801.000000107,9.693264168181585e-05,0.6763824723433568,8.87751060178052e-05,0.0414222488899241,13.961126855478476,272033400.99996805,2706800.9999999716,8.87751060178052e-05,0.6166987147925275,9.444033120195017e-05,0.044620240641038804,13.892493808912274,272033401.0000268,2706800.999999988,9.444033120195017e-05,0.6616687441597557,9.124280765816591e-05,0.04377733876050071,13.931981317533676,272033400.99999034,2706800.9999998854,9.124280765816591e-05,0.6355643392260033,kurang subur
jenis_tanah/kurang subur\pasir-026.jpg,0.0001424911614676322,0.04512176916573775,13.330920549241565,272033400.999989,2706800.9999999832,0.0001424911614676322,0.4665318354895204,0.00013972998146954515,0.04401584625349604,13.348720067056703,272033400.99997276,2706800.9999997765,0.00013972998146954515,0.4462772917650664,0.00014272600922118418,0.04494631732564483,13.33129326796726,272033400.9999857,2706801.0000001183,0.00014272600922118418,0.4688730577786592,0.00014076537024699452,0.04434423154524491,13.338107026294812,272033400.9999654,2706800.99999991,0.00014076537024699452,0.4616196356928546,kurang subur
jenis_tanah/kurang subur\pasir-027.jpg,0.00013024297793600667,0.043392560654319026,13.449338656131472,272033400.9999869,2706800.999999986,0.00013024297793600667,0.45856575156296797,0.00012759008056047855,0.04190436125670512,13.468915468225404,272033400.99996734,2706800.9999999516,0.00012759008056047855,0.43447216761499186,0.00013039911403870321,0.04343870723053092,13.443979525746498,272033400.99999833,2706800.9999999357,0.00013039911403870321,0.46245819457846415,0.00012854138324370752,0.042851502369875394,13.461685454329738,272033400.9999641,2706800.999999998,0.00012854138324370752,0.4455126205856882,kurang subur
jenis_tanah/kurang subur\pasir-028.jpg,0.00014808243803632234,0.06135996570289923,13.349810139074652,272033400.9999923,2706801.00000099,0.00014808243803632234,0.7291285540483449,0.00013297566637135368,0.05357604458529649,13.498395367617142,272033400.9999592,2706801.0000008247,0.00013297566637135368,0.6456538565937181,0.0001300917723243171,0.051779565938459254,13.52595736681702,272033400.9999914,2706801.0000010845,0.0001300917723243171,0.6290948725223932,0.00012771039454539948,0.05025152381846253,13.564711113999415,272033400.99995893,2706801.0000008377,0.00012771039454539948,0.5969316485174737,kurang subur
jenis_tanah/kurang subur\pasir-029.jpg,0.00013000982371647382,0.05728530635609921,13.492160538412378,272033400.9999911,2706801.0000010347,0.00013000982371647382,0.7113106325350139,0.00011692009019556582,0.05064665661781341,13.631027885375767,272033400.99995846,2706801.0000008293,0.00011692009019556582,0.6300918670445995,0.00011494292163436515,0.04845349972255743,13.65296096875836,272033400.99999034,2706801.000001108,0.00011494292163436515,0.6148417751999101,0.00011249726028506788,0.04779745684124554,13.690367744103275,272033400.99995804,2706801.000000867,0.00011249726028506788,0.5829957150724757,kurang subur
jenis_tanah/kurang subur\pasir-030.jpg,0.8185385509622213,0.9102382620032902,1.548150311805468,261366601.0000057,2626801.0000000666,0.8185385509622213,0.7637058498125119,0.8041444588517389,0.9007089321551622,1.612799549564899,261366600.99997565,2626801.0,0.8041444588517389,0.6394919703438975,0.8183910680901435,0.9095407805686728,1.5517994008596132,261366601.00001195,2626801.0000000284,0.8183910680901435,0.7330138733964006,0.8061427502302337,0.9017914915635253,1.6074497906586847,261366600.99998623,2626800.999999921,0.8061427502302337,0.646707183201452,kurang subur
jenis_tanah/kurang subur\pasir-031.jpg,0.8555191904915449,0.9290826788218575,1.2365361008556024,245958440.99998742,2509780.9999999017,0.8555191904915449,0.759463920923533,0.8442232075060296,0.9220834146171129,1.290240555884258,245958440.9999971,2509780.9999998985,0.8442232075060296,0.6389647188971045,0.8550509760711221,0.9285105744272835,1.2406519783016705,245958440.99999055,2509781.0000000615,0.8550509760711221,0.7315113199934369,0.8435073956209574,0.9213906608351308,1.2928914917201197,245958441.00000954,2509780.9999999492,0.8435073956209574,0.6266556360203589,kurang subur
jenis_tanah/kurang subur\pasir-032.jpg,0.0026067623406088574,0.09666020585245465,12.603620700364452,272033400.9999505,2706801.0000000275,0.0026067623406088574,0.625523560576706,0.0023250938854564676,0.09265385131747164,12.621811021860552,272033401.000031,2706800.9999998114,0.0023250938854564676,0.5745389056212579,0.0027298355725681686,0.10064888179985312,12.590595146990564,272033400.9999846,2706801.0000000154,0.0027298355725681686,0.6495206325815949,0.0023179196265992285,0.09287352964278818,12.61445356470903,272033401.0000299,2706801.0000001104,0.0023179196265992285,0.5768159609004048,kurang subur
jenis_tanah/kurang subur\pasir-033.jpg,0.0010434154764582802,0.09108312210942307,12.730351057617872,272033400.99999917,2706800.999999746,0.0010434154764582802,0.7193227788603404,0.0008891494278606657,0.07980283100336348,12.878836366801997,272033400.99998534,2706801.000000235,0.0008891494278606657,0.6306167865065321,0.0010866436494045772,0.09207533787000122,12.718433577559844,272033401.0000134,2706800.999999859,0.0010866436494045772,0.7304262555223916,0.0008821359999915564,0.07889614873942552,12.869031602594632,272033401.0000116,2706800.999999887,0.0008821359999915564,0.6332499922769395,kurang subur
jenis_tanah/kurang subur\pasir-034.jpg,0.29855483078520045,0.5653707638282961,6.95183821846428,272033400.99999064,2706800.9999998375,0.29855483078520045,0.8520099453651082,0.2915063212368937,0.5556019765518332,7.04234911200674,272033401.0000473,2706800.9999995795,0.2915063212368937,0.8010348504482031,0.2996990885611802,0.5685140598219603,6.912416743322592,272033401.00003207,2706800.999999657,0.2996990885611802,0.8762320491139215,0.29117501680828517,0.5571394010570118,7.017747555030399,272033401.00000316,2706801.0000007297,0.29117501680828517,0.8167300947146832,kurang subur
jenis_tanah/kurang subur\pasir-035.jpg,0.022528206053565095,0.1832925643052908,10.701235501455432,272033400.9999831,2706801.0000001215,0.022528206053565095,0.3785796882964669,0.017435290478584203,0.15410470009477825,10.610115457918567,272033400.9999808,2706801.0000000065,0.017435290478584203,0.20807388506245067,0.022264540874573472,0.17814492163731796,10.728388132210373,272033401.0000235,2706800.99999982,0.022264540874573472,0.340950695059693,0.017274006347548578,0.15317072003154522,10.597039788022673,272033401.00001514,2706800.9999998794,0.017274006347548578,0.21727569197491634,kurang subur
jenis_tanah/kurang subur\pasir-036.jpg,0.004889133373113535,0.1489888281768427,11.575065949219754,272033400.9999831,2706801.000000183,0.004889133373113535,0.6499382281953615,0.003604280168382304,0.11650066495962665,11.737474129397365,272033401.0000148,2706801.000000192,0.003604280168382304,0.5114013360366709,0.00477313663976117,0.1454603691985686,11.635170106907243,272033400.9999907,2706800.999999857,0.00477313663976117,0.6246062810783186,0.0036747272359936374,0.1171303633345067,11.738694639966274,272033401.0000015,2706800.999999771,0.0036747272359936374,0.5135264624311875,kurang subur
jenis_tanah/kurang subur\pasir-037.jpg,0.0001598312336809452,0.058233862066946626,13.233834953216329,272033400.99996513,2706801.000000346,0.0001598312336809452,0.5631084559078172,0.00015372018580948915,0.05543038109376994,13.258372969223071,272033400.99994516,2706800.999999833,0.00015372018580948915,0.539668634880101,0.0001622595627674115,0.059549041403541204,13.213411148057114,272033400.99997365,2706801.0000000987,0.0001622595627674115,0.5819040609205451,0.0001517624517905752,0.05436090735440789,13.279112744243625,272033400.9999586,2706800.9999999646,0.0001517624517905752,0.51679632385786,kurang subur
jenis_tanah/kurang subur\pasir-038.jpg,0.00016391972908088011,0.05832050905109488,13.220452869332915,272033400.99996245,2706801.0000000647,0.00016391972908088011,0.5590773029428632,0.00015686406492570695,0.054525903345716845,13.252373621725415,272033400.9999851,2706800.999999793,0.00015686406492570695,0.5286415163242051,0.00016615485789761382,0.05934119401361676,13.205867127426563,272033400.99998766,2706801.000000219,0.00016615485789761382,0.5719673190659597,0.00015510597206875492,0.05429668950925341,13.265406676503423,272033401.0000044,2706800.9999999264,0.00015510597206875492,0.5155614645877968,kurang subur
jenis_tanah/kurang subur\pasir-039.jpg,0.001008496394299208,0.15103559133863467,12.340091047863671,272033400.99999154,2706800.9999998393,0.001008496394299208,0.9394220603360965,0.0008551761426557773,0.11288656404627843,12.79909460479994,272033400.9999907,2706801.000000081,0.0008551761426557773,0.8889841485151768,0.0009250439776054749,0.11745336663206271,12.702447101165829,272033401.0000056,2706800.9999997485,0.0009250439776054749,0.9063696978522631,0.0008197253416641317,0.09905897316806937,12.973656506788931,272033400.99999833,2706800.9999999413,0.0008197253416641317,0.8577218195363422,kurang subur
jenis_tanah/kurang subur\pasir-040.jpg,0.0003681548711357515,0.1438880965337964,12.313969086531237,272033400.99999404,2706801.000000006,0.0003681548711357515,0.9437828873049364,0.00024006836744907344,0.09195883985640185,12.976724085662402,272033400.99999756,2706800.9999999977,0.00024006836744907344,0.8548913430883744,0.0002812365005921933,0.10762897456277325,12.727012025027689,272033400.9999802,2706801.000000024,0.0002812365005921933,0.9003683664450475,0.0002560389097841896,0.09674642811879273,12.862329748254085,272033401.00000453,2706800.9999998277,0.0002560389097841896,0.880860793428022,kurang subur
jenis_tanah/kurang subur\pasir-041.jpg,0.00033849515815528056,0.1403339925978501,12.389877494732646,272033400.9999734,2706800.9999996545,0.00033849515815528056,0.9241517709775622,0.00024050883526495834,0.09988490231536043,12.85144741656557,272033400.99997437,2706801.0000002463,0.00024050883526495834,0.8562902981985624,0.0002634277859649406,0.10834213273005701,12.696037369892377,272033401.00001514,2706800.999999995,0.0002634277859649406,0.8926436790700172,0.0002287441875813077,0.09491166084897973,12.902300573030438,272033400.99997675,2706801.000000176,0.0002287441875813077,0.8481619862492168,kurang subur
jenis_tanah/kurang subur\pasir-042.jpg,0.0002484203722932059,0.10753158503269106,12.771902374124869,272033400.9999998,2706801.0000001285,0.0002484203722932059,0.8869559502587835,0.00021988202370746895,0.08907217590157557,12.926354367284446,272033400.99998546,2706800.999999879,0.00021988202370746895,0.8484795597997538,0.00026210764420359593,0.11263525042956286,12.703471181874676,272033401.0000093,2706801.000000176,0.00026210764420359593,0.8943232185826098,0.00024331620724417108,0.10032378945301994,12.771257463071352,272033400.9999845,2706800.9999998133,0.00024331620724417108,0.8856035827853378,kurang subur
jenis_tanah/kurang subur\pasir-043.jpg,0.00027892793681797773,0.14702402581876106,12.556251688685688,272033400.99998564,2706800.9999998915,0.00027892793681797773,0.9574121708935011,0.0002119027103722417,0.11081506904210403,12.939388865737486,272033400.9999897,2706800.9999999455,0.0002119027103722417,0.9240993687726702,0.00029352744120722535,0.15517178492873293,12.475623711182317,272033400.9999867,2706800.999999857,0.00029352744120722535,0.9604075619035205,0.0002560141478548021,0.1329659662197749,12.644517282097464,272033400.99998146,2706800.9999997565,0.0002560141478548021,0.9506959870982011,kurang subur
jenis_tanah/kurang subur\pasir-044.jpg,0.21283583219706662,0.5108057292790833,6.641085483781315,226486272.9999902,2359232.999999891,0.21283583219706662,0.5351422574079053,0.18641626437536657,0.45866473317437745,6.761839334690003,226486272.99999693,2359232.999999786,0.18641626437536657,0.34481182142751726,0.19877470572049857,0.4824996184643062,6.7275587453050285,226486272.99999994,2359233.000000042,0.19877470572049857,0.4358293105221503,0.18709085950151152,0.4598973294919445,6.752762406672483,226486273.0000068,2359233.0000001015,0.18709085950151152,0.35168562797305203,kurang subur
jenis_tanah/kurang subur\pasir-045.jpg,0.21056867633782272,0.5029464736021229,6.624388930346421,226486273.00000364,2359233.0000000983,0.21056867633782272,0.4941873709963086,0.18557048881659738,0.4557744631482336,6.707433845959492,226486272.9999881,2359232.999999987,0.18557048881659738,0.3034615879203868,0.19891588884239758,0.47923624161717376,6.6814484927228746,226486272.99998978,2359232.9999999804,0.19891588884239758,0.40133130274744894,0.18635538719829445,0.45648157837261344,6.705903823253218,226486272.9999936,2359232.9999998696,0.18635538719829445,0.3141799929572251,kurang subur
jenis_tanah/kurang subur\pasir-046.jpg,0.00017005955108544314,0.06909870915100119,13.030884457324488,272033400.99999434,2706801.000000004,0.00017005955108544314,0.8285868800091922,0.00014182759796151946,0.055468976913717584,13.27805962615227,272033400.9999591,2706801.0000000144,0.00014182759796151946,0.7400366872264901,0.00016860093404198523,0.0680267347121048,13.044708665515325,272033400.99999243,2706801.0000000005,0.00016860093404198523,0.8256660052268614,0.00015853587478782983,0.0647157615147672,13.136243125053998,272033400.9999631,2706800.9999999935,0.00015853587478782983,0.7963729839206878,kurang subur
jenis_tanah/kurang subur\pasir-047.jpg,0.000185476481264637,0.07200384528489977,12.920664257597904,272033400.9999991,2706801.0000002184,0.000185476481264637,0.8290123790104107,0.00015282620552827252,0.058283237437100385,13.184021033822534,272033400.99996114,2706800.999999938,0.00015282620552827252,0.7327842015488338,0.00018412496789485042,0.07144558471464618,12.935751700398134,272033400.99999654,2706800.999999768,0.00018412496789485042,0.8250503563400134,0.00017188072281761898,0.06696673719582741,13.031416605326243,272033400.99996537,2706800.9999999576,0.00017188072281761898,0.7945734172140101,kurang subur
jenis_tanah/kurang subur\pasir-048.jpg,0.000496998914476139,0.042927881836481385,13.508482500175953,272033401.00004363,2706800.9999994147,0.000496998914476139,0.3366544692740012,0.00038995381624570304,0.03521596870085002,13.484477519397197,272033400.99994123,2706800.9999999492,0.00038995381624570304,0.2336849724940611,0.00047181366848454925,0.040594015264580494,13.531171926719226,272033400.9999651,2706801.0000002184,0.00047181366848454925,0.28701925917961635,0.0004058525855880065,0.0366924169897238,13.491725704528479,272033400.9999653,2706801.00000042,0.0004058525855880065,0.25223685461692874,kurang subur
jenis_tanah/kurang subur\pasir-049.jpg,0.0003940081497460224,0.03996628907403909,13.634818968273475,272033400.99994373,2706801.0000002743,0.0003940081497460224,0.34449377016798266,0.0003114885626267842,0.0322898651867116,13.629022729042813,272033401.00002456,2706801.0000001574,0.0003114885626267842,0.22474803830405554,0.0003776369223979475,0.03842854683464947,13.656157726599915,272033400.99993795,2706800.999999045,0.0003776369223979475,0.30949119014780746,0.0003302816389254745,0.03532823913008528,13.626153332800214,272033401.0000505,2706800.9999997183,0.0003302816389254745,0.27921978396471725,kurang subur
